0.276822	0.563660
0.666071	0.347166
0.652930	0.133279
0.022900	0.587017
0.055685	0.752500
0.344761	0.780881
0.015970	0.969317
0.743953	0.831416
0.532109	0.590180
0.429807	0.947940
0.208149	0.910217
0.469648	0.984467
0.400742	0.783378
0.541861	0.534555
0.874271	0.694200
0.827796	0.740429
0.600585	0.115226
0.603905	0.135561
0.518677	0.201000
0.941315	0.799094
0.655143	0.758573
0.654522	0.535091
0.432564	0.080102
0.201468	0.364569
0.742146	0.807280
0.244348	0.617891
0.263624	0.057857
0.316563	0.947324
0.911148	0.075427
0.407676	0.044817
0.168951	0.933129
0.536021	0.950720
0.909976	0.162677
0.216684	0.916319
0.489027	0.038058
0.724873	0.447868
0.515129	0.248509
0.561362	0.697222
0.327594	0.602246
0.000052	0.323294
0.749331	0.520208
0.581183	0.852756
0.528453	0.521855
0.496322	0.337108
0.082903	0.531984
0.161454	0.869381
0.065903	0.270440
0.492431	0.797919
0.735519	0.252105
0.101355	0.754707
0.437017	0.538573
0.185262	0.534487
0.819112	0.194777
0.538936	0.584322
0.003766	0.813606
0.033189	0.194191
0.126401	0.570477
0.307843	0.541456
0.694674	0.271142
0.879200	0.718174
0.588822	0.335257
0.609910	0.220873
0.861015	0.387069
0.856327	0.928721
0.027588	0.000978
0.614337	0.742037
0.490241	0.914676
0.474151	0.628627
0.309223	0.588219
0.836749	0.478478
0.376492	0.668194
0.218730	0.066386
0.369710	0.683147
0.252664	0.201616
0.733064	0.002087
0.200766	0.365072
0.683028	0.481034
0.984810	0.442027
0.685052	0.461915
0.227614	0.002621
0.455245	0.835269
0.321664	0.538134
0.810619	0.525986
0.462900	0.065135
0.838642	0.985743
0.282849	0.869309
0.014536	0.374690
0.312425	0.031256
0.740442	0.906558
0.021971	0.779459
0.253146	0.948839
0.379256	0.566791
0.026623	0.909642
0.189813	0.219254
0.307193	0.156190
0.530374	0.125924
0.373797	0.895242
0.723943	0.370874
0.784003	0.612536
0.406714	0.503323
0.945167	0.338067
0.689420	0.485763
0.730463	0.574058
0.111141	0.101740
0.523963	0.725378
0.723987	0.429262
0.444952	0.284468
0.243259	0.397157
0.251367	0.088989
0.589466	0.837690
0.382443	0.205840
0.254841	0.444816
0.548521	0.333758
0.038059	0.128799
0.901343	0.010677
0.066452	0.403750
0.273080	0.218543
0.873517	0.717606
0.818990	0.224419
0.160184	0.673914
0.042885	0.210986
0.012680	0.300609
0.359225	0.791573
0.624084	0.922617
0.136672	0.507718
0.003458	0.636935
0.593871	0.171606
0.934101	0.611781
0.032279	0.975254
0.803351	0.335546
0.674498	0.615278
0.593498	0.127904
0.758525	0.284849
